SampleID,Index,OlinkID,UniProt,Assay,MissingFreq,Panel,Panel_Version,PlateID,QC_Warning,LOD,NPX
Sample_021,21,OID00032,P05155,SERPING1,0.006,Cardiometabolic,v1.0,Plate_1,PASS,1.31,4.3898
Sample_021,21,OID00033,P02741,CRP,0.041,Cardiometabolic,v1.0,Plate_1,PASS,1.10,7.5576
Sample_021,21,OID00034,P02787,TF,0.034,Cardiometabolic,v1.0,Plate_1,PASS,1.17,4.1523
Sample_021,21,OID00035,P00738,HP,0.021,Cardiometabolic,v1.0,Plate_1,PASS,0.48,3.0355
Sample_021,21,OID00036,P02768,ALB,0.032,Cardiometabolic,v1.0,Plate_1,PASS,0.73,5.1303
Sample_021,21,OID00037,P04217,A1BG,0.014,Cardiometabolic,v1.0,Plate_1,PASS,0.82,5.4838
Sample_021,21,OID00038,P01023,A2M,0.018,Cardiometabolic,v1.0,Plate_1,PASS,1.41,4.5464
Sample_021,21,OID00039,P10909,CLU,0.039,Cardiometabolic,v1.0,Plate_1,PASS,0.10,6.2709
Sample_021,21,OID00040,P01024,C3,0.037,Cardiometabolic,v1.0,Plate_1,PASS,1.13,4.5893
Sample_022,22,OID00001,P05231,IL6,0.003,Inflammation,v1.0,Plate_1,PASS,0.60,4.6593
Sample_022,22,OID00002,P01375,TNF,0.011,Inflammation,v1.0,Plate_1,PASS,0.85,5.5719
Sample_022,22,OID00003,P10145,CXCL8,0.041,Inflammation,v1.0,Plate_1,PASS,0.48,5.8645
Sample_022,22,OID00004,P13232,IL10,0.029,Inflammation,v1.0,Plate_1,PASS,0.57,5.4428
Sample_022,22,OID00005,P01579,IFNG,0.034,Inflammation,v1.0,Plate_1,PASS,0.58,3.4183
Sample_022,22,OID00006,P22301,IL1RL1,0.005,Inflammation,v1.0,Plate_1,PASS,0.17,4.3020
Sample_022,22,OID00007,P05112,IL4,0.043,Inflammation,v1.0,Plate_1,PASS,0.27,5.3517
Sample_022,22,OID00008,P60568,IL2,0.000,Inflammation,v1.0,Plate_1,PASS,0.72,3.3734
Sample_022,22,OID00009,P01374,LTA,0.007,Inflammation,v1.0,Plate_1,PASS,1.06,5.9737
Sample_022,22,OID00010,P29459,IL12A,0.008,Inflammation,v1.0,Plate_1,PASS,1.01,4.7371
Sample_022,22,OID00011,Q16552,IL17A,0.013,Inflammation,v1.0,Plate_1,PASS,1.02,6.0948
Sample_022,22,OID00012,Q9NPH3,IL1A,0.045,Inflammation,v1.0,Plate_1,PASS,0.62,4.5076
Sample_022,22,OID00013,P01583,IL1B,0.035,Inflammation,v1.0,Plate_1,PASS,0.53,7.5629
Sample_022,22,OID00014,P18510,IL1RN,0.033,Inflammation,v1.0,Plate_1,PASS,0.43,6.2998
Sample_022,22,OID00015,P10147,CCL3,0.007,Inflammation,v1.0,Plate_1,PASS,0.77,4.9799
Sample_022,22,OID00016,P13236,CCL4,0.034,Inflammation,v1.0,Plate_1,PASS,0.42,4.9330
Sample_022,22,OID00017,P13501,CCL5,0.049,Inflammation,v1.0,Plate_1,PASS,1.24,7.3096
Sample_022,22,OID00018,P78556,CCL20,0.007,Inflammation,v1.0,Plate_1,PASS,0.69,5.1349
Sample_022,22,OID00019,P02778,CXCL10,0.005,Inflammation,v1.0,Plate_1,PASS,1.12,8.1307
Sample_022,22,OID00020,Q07325,CXCL9,0.044,Inflammation,v1.0,Plate_1,PASS,0.54,5.6347
Sample_022,22,OID00021,P09341,GRO1,0.007,Inflammation,v1.0,Plate_1,PASS,1.15,6.6833
Sample_022,22,OID00022,P01137,TGFB1,0.007,Inflammation,v1.0,Plate_1,PASS,1.49,6.9617
Sample_022,22,OID00023,P09038,FGF2,0.022,Cardiometabolic,v1.0,Plate_1,PASS,1.01,4.8079
Sample_022,22,OID00024,P15692,VEGFA,0.031,Cardiometabolic,v1.0,Plate_1,PASS,1.11,4.9627
Sample_022,22,OID00025,P01189,POMC,0.043,Cardiometabolic,v1.0,Plate_1,PASS,1.06,5.8974
Sample_022,22,OID00026,P01308,INS,0.005,Cardiometabolic,v1.0,Plate_1,PASS,0.22,6.2578
Sample_022,22,OID00027,P01258,CALCA,0.048,Cardiometabolic,v1.0,Plate_1,PASS,0.64,5.0308
Sample_022,22,OID00028,P06858,LPL,0.007,Cardiometabolic,v1.0,Plate_1,PASS,0.54,2.9984
Sample_022,22,OID00029,P04114,APOB,0.030,Cardiometabolic,v1.0,Plate_1,PASS,0.87,4.8939
Sample_022,22,OID00030,P02647,APOA1,0.039,Cardiometabolic,v1.0,Plate_1,PASS,0.95,5.6203
Sample_022,22,OID00031,P02649,APOE,0.015,Cardiometabolic,v1.0,Plate_1,PASS,1.02,3.9365
Sample_022,22,OID00032,P05155,SERPING1,0.025,Cardiometabolic,v1.0,Plate_1,PASS,0.82,2.2902
Sample_022,22,OID00033,P02741,CRP,0.045,Cardiometabolic,v1.0,Plate_1,PASS,0.18,6.7830
Sample_022,22,OID00034,P02787,TF,0.025,Cardiometabolic,v1.0,Plate_1,PASS,1.44,3.7445
Sample_022,22,OID00035,P00738,HP,0.026,Cardiometabolic,v1.0,Plate_1,PASS,0.93,6.3404
Sample_022,22,OID00036,P02768,ALB,0.049,Cardiometabolic,v1.0,Plate_1,PASS,1.47,6.1484
Sample_022,22,OID00037,P04217,A1BG,0.028,Cardiometabolic,v1.0,Plate_1,PASS,1.31,5.7303
Sample_022,22,OID00038,P01023,A2M,0.034,Cardiometabolic,v1.0,Plate_1,PASS,0.61,4.6781
Sample_022,22,OID00039,P10909,CLU,0.001,Cardiometabolic,v1.0,Plate_1,PASS,1.18,5.2978
Sample_022,22,OID00040,P01024,C3,0.013,Cardiometabolic,v1.0,Plate_1,PASS,0.19,1.2836
Sample_023,23,OID00001,P05231,IL6,0.025,Inflammation,v1.0,Plate_1,PASS,1.21,7.3133
Sample_023,23,OID00002,P01375,TNF,0.025,Inflammation,v1.0,Plate_1,PASS,0.98,5.1312
Sample_023,23,OID00003,P10145,CXCL8,0.027,Inflammation,v1.0,Plate_1,PASS,0.22,4.7883
Sample_023,23,OID00004,P13232,IL10,0.014,Inflammation,v1.0,Plate_1,PASS,0.96,6.1824
Sample_023,23,OID00005,P01579,IFNG,0.040,Inflammation,v1.0,Plate_1,PASS,0.38,4.3402
Sample_023,23,OID00006,P22301,IL1RL1,0.020,Inflammation,v1.0,Plate_1,PASS,0.85,6.6693
Sample_023,23,OID00007,P05112,IL4,0.003,Inflammation,v1.0,Plate_1,PASS,1.05,3.1090
Sample_023,23,OID00008,P60568,IL2,0.036,Inflammation,v1.0,Plate_1,PASS,1.08,2.8741
Sample_023,23,OID00009,P01374,LTA,0.022,Inflammation,v1.0,Plate_1,PASS,0.22,5.2952
Sample_023,23,OID00010,P29459,IL12A,0.030,Inflammation,v1.0,Plate_1,PASS,0.73,4.5742
Sample_023,23,OID00011,Q16552,IL17A,0.006,Inflammation,v1.0,Plate_1,PASS,1.14,4.1017
Sample_023,23,OID00012,Q9NPH3,IL1A,0.035,Inflammation,v1.0,Plate_1,PASS,1.09,7.2988
Sample_023,23,OID00013,P01583,IL1B,0.039,Inflammation,v1.0,Plate_1,PASS,0.83,8.7117
Sample_023,23,OID00014,P18510,IL1RN,0.008,Inflammation,v1.0,Plate_1,PASS,1.11,8.1790
Sample_023,23,OID00015,P10147,CCL3,0.044,Inflammation,v1.0,Plate_1,PASS,0.48,6.8263
Sample_023,23,OID00016,P13236,CCL4,0.001,Inflammation,v1.0,Plate_1,PASS,1.18,6.8712
Sample_023,23,OID00017,P13501,CCL5,0.036,Inflammation,v1.0,Plate_1,PASS,0.19,5.4197
Sample_023,23,OID00018,P78556,CCL20,0.004,Inflammation,v1.0,Plate_1,PASS,0.91,3.8810
Sample_023,23,OID00019,P02778,CXCL10,0.028,Inflammation,v1.0,Plate_1,PASS,0.80,5.4383
Sample_023,23,OID00020,Q07325,CXCL9,0.013,Inflammation,v1.0,Plate_1,PASS,0.61,5.3938
Sample_023,23,OID00021,P09341,GRO1,0.011,Inflammation,v1.0,Plate_1,PASS,1.11,6.5639
Sample_023,23,OID00022,P01137,TGFB1,0.002,Inflammation,v1.0,Plate_1,PASS,0.81,6.1804
Sample_023,23,OID00023,P09038,FGF2,0.019,Cardiometabolic,v1.0,Plate_1,PASS,0.76,5.7319
Sample_023,23,OID00024,P15692,VEGFA,0.047,Cardiometabolic,v1.0,Plate_1,PASS,0.31,4.1477
Sample_023,23,OID00025,P01189,POMC,0.037,Cardiometabolic,v1.0,Plate_1,PASS,1.38,6.1898
Sample_023,23,OID00026,P01308,INS,0.016,Cardiometabolic,v1.0,Plate_1,PASS,0.69,3.5146
Sample_023,23,OID00027,P01258,CALCA,0.004,Cardiometabolic,v1.0,Plate_1,PASS,0.48,2.9295
Sample_023,23,OID00028,P06858,LPL,0.025,Cardiometabolic,v1.0,Plate_1,PASS,0.62,6.2025
Sample_023,23,OID00029,P04114,APOB,0.049,Cardiometabolic,v1.0,Plate_1,PASS,1.23,5.7697
Sample_023,23,OID00030,P02647,APOA1,0.003,Cardiometabolic,v1.0,Plate_1,PASS,1.44,4.4550
Sample_023,23,OID00031,P02649,APOE,0.016,Cardiometabolic,v1.0,Plate_1,PASS,1.28,3.8075
Sample_023,23,OID00032,P05155,SERPING1,0.000,Cardiometabolic,v1.0,Plate_1,PASS,0.87,5.2658
Sample_023,23,OID00033,P02741,CRP,0.031,Cardiometabolic,v1.0,Plate_1,PASS,0.53,7.3893
Sample_023,23,OID00034,P02787,TF,0.030,Cardiometabolic,v1.0,Plate_1,PASS,0.75,6.8402
Sample_023,23,OID00035,P00738,HP,0.045,Cardiometabolic,v1.0,Plate_1,PASS,0.37,2.4206
Sample_023,23,OID00036,P02768,ALB,0.012,Cardiometabolic,v1.0,Plate_1,PASS,1.16,5.1077
Sample_023,23,OID00037,P04217,A1BG,0.017,Cardiometabolic,v1.0,Plate_1,PASS,0.43,6.5397
Sample_023,23,OID00038,P01023,A2M,0.044,Cardiometabolic,v1.0,Plate_1,PASS,1.28,5.0617
Sample_023,23,OID00039,P10909,CLU,0.042,Cardiometabolic,v1.0,Plate_1,PASS,1.02,5.0773
Sample_023,23,OID00040,P01024,C3,0.005,Cardiometabolic,v1.0,Plate_1,PASS,1.12,4.9754
Sample_024,24,OID00001,P05231,IL6,0.003,Inflammation,v1.0,Plate_1,PASS,0.79,5.7130
Sample_024,24,OID00002,P01375,TNF,0.036,Inflammation,v1.0,Plate_1,PASS,1.50,4.7939
Sample_024,24,OID00003,P10145,CXCL8,0.026,Inflammation,v1.0,Plate_1,PASS,1.36,9.6206
Sample_024,24,OID00004,P13232,IL10,0.019,Inflammation,v1.0,Plate_1,PASS,1.08,6.8661
Sample_024,24,OID00005,P01579,IFNG,0.007,Inflammation,v1.0,Plate_1,PASS,0.23,5.6238
Sample_024,24,OID00006,P22301,IL1RL1,0.004,Inflammation,v1.0,Plate_1,PASS,1.25,4.8994
Sample_024,24,OID00007,P05112,IL4,0.012,Inflammation,v1.0,Plate_1,PASS,1.45,3.5405
Sample_024,24,OID00008,P60568,IL2,0.016,Inflammation,v1.0,Plate_1,PASS,0.47,4.3375
Sample_024,24,OID00009,P01374,LTA,0.016,Inflammation,v1.0,Plate_1,PASS,1.13,5.7314
Sample_024,24,OID00010,P29459,IL12A,0.004,Inflammation,v1.0,Plate_1,PASS,0.48,2.7878
Sample_024,24,OID00011,Q16552,IL17A,0.008,Inflammation,v1.0,Plate_1,PASS,0.92,5.7641
Sample_024,24,OID00012,Q9NPH3,IL1A,0.023,Inflammation,v1.0,Plate_1,PASS,0.33,7.4957
Sample_024,24,OID00013,P01583,IL1B,0.010,Inflammation,v1.0,Plate_1,PASS,1.45,5.2529
Sample_024,24,OID00014,P18510,IL1RN,0.013,Inflammation,v1.0,Plate_1,PASS,0.53,6.0301
Sample_024,24,OID00015,P10147,CCL3,0.041,Inflammation,v1.0,Plate_1,PASS,1.06,5.6408
Sample_024,24,OID00016,P13236,CCL4,0.002,Inflammation,v1.0,Plate_1,PASS,1.08,5.6011
Sample_024,24,OID00017,P13501,CCL5,0.012,Inflammation,v1.0,Plate_1,PASS,0.23,5.6872
Sample_024,24,OID00018,P78556,CCL20,0.026,Inflammation,v1.0,Plate_1,PASS,0.60,3.8532
Sample_024,24,OID00019,P02778,CXCL10,0.002,Inflammation,v1.0,Plate_1,PASS,1.49,6.2856
Sample_024,24,OID00020,Q07325,CXCL9,0.023,Inflammation,v1.0,Plate_1,PASS,0.67,3.9553
Sample_024,24,OID00021,P09341,GRO1,0.040,Inflammation,v1.0,Plate_1,PASS,0.75,4.9863
Sample_024,24,OID00022,P01137,TGFB1,0.001,Inflammation,v1.0,Plate_1,PASS,0.30,3.8627
Sample_024,24,OID00023,P09038,FGF2,0.041,Cardiometabolic,v1.0,Plate_1,PASS,0.28,7.0652
Sample_024,24,OID00024,P15692,VEGFA,0.032,Cardiometabolic,v1.0,Plate_1,PASS,0.62,1.2641
Sample_024,24,OID00025,P01189,POMC,0.041,Cardiometabolic,v1.0,Plate_1,PASS,0.46,3.7821
Sample_024,24,OID00026,P01308,INS,0.003,Cardiometabolic,v1.0,Plate_1,PASS,0.13,3.4362
Sample_024,24,OID00027,P01258,CALCA,0.045,Cardiometabolic,v1.0,Plate_1,PASS,0.28,6.3285
Sample_024,24,OID00028,P06858,LPL,0.017,Cardiometabolic,v1.0,Plate_1,PASS,1.26,4.0663
Sample_024,24,OID00029,P04114,APOB,0.029,Cardiometabolic,v1.0,Plate_1,PASS,0.34,6.6080
Sample_024,24,OID00030,P02647,APOA1,0.020,Cardiometabolic,v1.0,Plate_1,PASS,1.25,5.4420
Sample_024,24,OID00031,P02649,APOE,0.011,Cardiometabolic,v1.0,Plate_1,PASS,0.34,7.2355
Sample_024,24,OID00032,P05155,SERPING1,0.014,Cardiometabolic,v1.0,Plate_1,PASS,0.36,5.4189
Sample_024,24,OID00033,P02741,CRP,0.012,Cardiometabolic,v1.0,Plate_1,PASS,0.97,7.0962
Sample_024,24,OID00034,P02787,TF,0.021,Cardiometabolic,v1.0,Plate_1,PASS,0.51,4.7336
Sample_024,24,OID00035,P00738,HP,0.007,Cardiometabolic,v1.0,Plate_1,PASS,0.49,4.4947
Sample_024,24,OID00036,P02768,ALB,0.044,Cardiometabolic,v1.0,Plate_1,PASS,0.38,4.8334
Sample_024,24,OID00037,P04217,A1BG,0.040,Cardiometabolic,v1.0,Plate_1,PASS,1.22,2.9104
Sample_024,24,OID00038,P01023,A2M,0.039,Cardiometabolic,v1.0,Plate_1,PASS,1.49,4.6581
Sample_024,24,OID00039,P10909,CLU,0.046,Cardiometabolic,v1.0,Plate_1,PASS,0.78,3.8090
Sample_024,24,OID00040,P01024,C3,0.019,Cardiometabolic,v1.0,Plate_1,PASS,0.80,6.4561
Sample_025,25,OID00001,P05231,IL6,0.045,Inflammation,v1.0,Plate_1,PASS,0.41,7.3611
Sample_025,25,OID00002,P01375,TNF,0.003,Inflammation,v1.0,Plate_1,PASS,1.19,6.1888
Sample_025,25,OID00003,P10145,CXCL8,0.050,Inflammation,v1.0,Plate_1,PASS,1.17,8.6392
Sample_025,25,OID00004,P13232,IL10,0.005,Inflammation,v1.0,Plate_1,PASS,1.46,4.9020
Sample_025,25,OID00005,P01579,IFNG,0.046,Inflammation,v1.0,Plate_1,PASS,1.24,4.3476
Sample_025,25,OID00006,P22301,IL1RL1,0.050,Inflammation,v1.0,Plate_1,PASS,0.18,4.0155
Sample_025,25,OID00007,P05112,IL4,0.018,Inflammation,v1.0,Plate_1,PASS,1.22,5.5547
Sample_025,25,OID00008,P60568,IL2,0.042,Inflammation,v1.0,Plate_1,PASS,1.27,7.8506
Sample_025,25,OID00009,P01374,LTA,0.035,Inflammation,v1.0,Plate_1,PASS,1.23,5.9001
Sample_025,25,OID00010,P29459,IL12A,0.001,Inflammation,v1.0,Plate_1,PASS,1.38,6.7972
Sample_025,25,OID00011,Q16552,IL17A,0.028,Inflammation,v1.0,Plate_1,PASS,0.89,3.8867
Sample_025,25,OID00012,Q9NPH3,IL1A,0.049,Inflammation,v1.0,Plate_1,PASS,0.36,1.5320
Sample_025,25,OID00013,P01583,IL1B,0.025,Inflammation,v1.0,Plate_1,PASS,0.53,8.0852
Sample_025,25,OID00014,P18510,IL1RN,0.012,Inflammation,v1.0,Plate_1,PASS,0.23,3.8176
Sample_025,25,OID00015,P10147,CCL3,0.046,Inflammation,v1.0,Plate_1,PASS,0.10,5.3571
Sample_025,25,OID00016,P13236,CCL4,0.007,Inflammation,v1.0,Plate_1,PASS,0.38,6.7989
Sample_025,25,OID00017,P13501,CCL5,0.016,Inflammation,v1.0,Plate_1,PASS,1.28,4.3068
Sample_025,25,OID00018,P78556,CCL20,0.029,Inflammation,v1.0,Plate_1,PASS,0.13,1.7111
Sample_025,25,OID00019,P02778,CXCL10,0.043,Inflammation,v1.0,Plate_1,PASS,1.29,9.0461
Sample_025,25,OID00020,Q07325,CXCL9,0.019,Inflammation,v1.0,Plate_1,PASS,1.44,3.7137
Sample_025,25,OID00021,P09341,GRO1,0.015,Inflammation,v1.0,Plate_1,PASS,0.24,6.4061
Sample_025,25,OID00022,P01137,TGFB1,0.008,Inflammation,v1.0,Plate_1,PASS,0.29,4.4628
Sample_025,25,OID00023,P09038,FGF2,0.032,Cardiometabolic,v1.0,Plate_1,PASS,1.44,7.5207
Sample_025,25,OID00024,P15692,VEGFA,0.048,Cardiometabolic,v1.0,Plate_1,PASS,0.34,4.1581
Sample_025,25,OID00025,P01189,POMC,0.011,Cardiometabolic,v1.0,Plate_1,PASS,1.20,3.8025
Sample_025,25,OID00026,P01308,INS,0.009,Cardiometabolic,v1.0,Plate_1,PASS,0.92,1.7660
Sample_025,25,OID00027,P01258,CALCA,0.036,Cardiometabolic,v1.0,Plate_1,PASS,0.28,4.1993
Sample_025,25,OID00028,P06858,LPL,0.047,Cardiometabolic,v1.0,Plate_1,PASS,1.43,7.1465
Sample_025,25,OID00029,P04114,APOB,0.002,Cardiometabolic,v1.0,Plate_1,PASS,1.45,1.2548
Sample_025,25,OID00030,P02647,APOA1,0.046,Cardiometabolic,v1.0,Plate_1,PASS,0.94,8.0353
Sample_025,25,OID00031,P02649,APOE,0.047,Cardiometabolic,v1.0,Plate_1,PASS,0.89,6.0379
Sample_025,25,OID00032,P05155,SERPING1,0.037,Cardiometabolic,v1.0,Plate_1,PASS,0.30,4.7853
Sample_025,25,OID00033,P02741,CRP,0.044,Cardiometabolic,v1.0,Plate_1,PASS,0.34,7.1212
Sample_025,25,OID00034,P02787,TF,0.035,Cardiometabolic,v1.0,Plate_1,PASS,0.22,9.2510
Sample_025,25,OID00035,P00738,HP,0.013,Cardiometabolic,v1.0,Plate_1,PASS,0.73,2.9912
Sample_025,25,OID00036,P02768,ALB,0.003,Cardiometabolic,v1.0,Plate_1,PASS,0.45,2.5995
Sample_025,25,OID00037,P04217,A1BG,0.019,Cardiometabolic,v1.0,Plate_1,PASS,0.10,4.9700
Sample_025,25,OID00038,P01023,A2M,0.048,Cardiometabolic,v1.0,Plate_1,PASS,1.13,5.7166
Sample_025,25,OID00039,P10909,CLU,0.027,Cardiometabolic,v1.0,Plate_1,PASS,0.63,6.3083
Sample_025,25,OID00040,P01024,C3,0.024,Cardiometabolic,v1.0,Plate_1,PASS,0.24,3.8400
Sample_026,26,OID00001,P05231,IL6,0.008,Inflammation,v1.0,Plate_1,PASS,1.06,8.2295
Sample_026,26,OID00002,P01375,TNF,0.042,Inflammation,v1.0,Plate_1,PASS,0.20,3.3589
Sample_026,26,OID00003,P10145,CXCL8,0.004,Inflammation,v1.0,Plate_1,PASS,1.43,6.4341
Sample_026,26,OID00004,P13232,IL10,0.019,Inflammation,v1.0,Plate_1,PASS,0.34,6.2622
Sample_026,26,OID00005,P01579,IFNG,0.005,Inflammation,v1.0,Plate_1,PASS,1.36,4.7868
Sample_026,26,OID00006,P22301,IL1RL1,0.031,Inflammation,v1.0,Plate_1,PASS,0.93,3.1243
Sample_026,26,OID00007,P05112,IL4,0.008,Inflammation,v1.0,Plate_1,PASS,1.42,4.6258
Sample_026,26,OID00008,P60568,IL2,0.008,Inflammation,v1.0,Plate_1,PASS,1.35,5.0407
Sample_026,26,OID00009,P01374,LTA,0.035,Inflammation,v1.0,Plate_1,PASS,0.37,5.8185
Sample_026,26,OID00010,P29459,IL12A,0.036,Inflammation,v1.0,Plate_1,PASS,1.11,5.6046
Sample_026,26,OID00011,Q16552,IL17A,0.002,Inflammation,v1.0,Plate_1,PASS,0.43,4.8832
Sample_026,26,OID00012,Q9NPH3,IL1A,0.042,Inflammation,v1.0,Plate_1,PASS,0.90,6.2141
Sample_026,26,OID00013,P01583,IL1B,0.015,Inflammation,v1.0,Plate_1,PASS,0.70,7.6081
Sample_026,26,OID00014,P18510,IL1RN,0.030,Inflammation,v1.0,Plate_1,PASS,1.03,6.1667
Sample_026,26,OID00015,P10147,CCL3,0.015,Inflammation,v1.0,Plate_1,PASS,0.34,5.1065
Sample_026,26,OID00016,P13236,CCL4,0.042,Inflammation,v1.0,Plate_1,PASS,0.21,5.3255
Sample_026,26,OID00017,P13501,CCL5,0.033,Inflammation,v1.0,Plate_1,PASS,0.78,4.4587
Sample_026,26,OID00018,P78556,CCL20,0.027,Inflammation,v1.0,Plate_1,PASS,0.23,6.4095
Sample_026,26,OID00019,P02778,CXCL10,0.022,Inflammation,v1.0,Plate_1,PASS,0.62,8.0424
Sample_026,26,OID00020,Q07325,CXCL9,0.023,Inflammation,v1.0,Plate_1,PASS,0.47,7.8651
Sample_026,26,OID00021,P09341,GRO1,0.038,Inflammation,v1.0,Plate_1,PASS,0.19,5.1764
Sample_026,26,OID00022,P01137,TGFB1,0.004,Inflammation,v1.0,Plate_1,PASS,1.03,6.1731
Sample_026,26,OID00023,P09038,FGF2,0.029,Cardiometabolic,v1.0,Plate_1,PASS,1.46,3.9589
Sample_026,26,OID00024,P15692,VEGFA,0.042,Cardiometabolic,v1.0,Plate_1,PASS,0.88,6.5572
Sample_026,26,OID00025,P01189,POMC,0.043,Cardiometabolic,v1.0,Plate_1,PASS,0.85,5.6510
Sample_026,26,OID00026,P01308,INS,0.044,Cardiometabolic,v1.0,Plate_1,PASS,0.76,3.5798
Sample_026,26,OID00027,P01258,CALCA,0.036,Cardiometabolic,v1.0,Plate_1,PASS,1.36,4.3984
Sample_026,26,OID00028,P06858,LPL,0.045,Cardiometabolic,v1.0,Plate_1,PASS,0.80,5.0904
Sample_026,26,OID00029,P04114,APOB,0.006,Cardiometabolic,v1.0,Plate_1,PASS,0.97,5.7034
Sample_026,26,OID00030,P02647,APOA1,0.009,Cardiometabolic,v1.0,Plate_1,PASS,1.16,2.8557
Sample_026,26,OID00031,P02649,APOE,0.006,Cardiometabolic,v1.0,Plate_1,PASS,1.23,8.9952
Sample_026,26,OID00032,P05155,SERPING1,0.049,Cardiometabolic,v1.0,Plate_1,PASS,0.69,4.6063
Sample_026,26,OID00033,P02741,CRP,0.042,Cardiometabolic,v1.0,Plate_1,PASS,0.98,2.0648
Sample_026,26,OID00034,P02787,TF,0.046,Cardiometabolic,v1.0,Plate_1,PASS,0.46,7.0352
Sample_026,26,OID00035,P00738,HP,0.020,Cardiometabolic,v1.0,Plate_1,PASS,0.64,5.4794
Sample_026,26,OID00036,P02768,ALB,0.014,Cardiometabolic,v1.0,Plate_1,PASS,0.56,4.7131
Sample_026,26,OID00037,P04217,A1BG,0.031,Cardiometabolic,v1.0,Plate_1,PASS,1.20,2.0548
Sample_026,26,OID00038,P01023,A2M,0.021,Cardiometabolic,v1.0,Plate_1,PASS,0.83,5.7927
Sample_026,26,OID00039,P10909,CLU,0.038,Cardiometabolic,v1.0,Plate_1,PASS,0.92,4.2702
Sample_026,26,OID00040,P01024,C3,0.046,Cardiometabolic,v1.0,Plate_1,PASS,1.42,5.4350
Sample_027,27,OID00001,P05231,IL6,0.027,Inflammation,v1.0,Plate_1,PASS,0.50,6.1608
Sample_027,27,OID00002,P01375,TNF,0.021,Inflammation,v1.0,Plate_1,PASS,0.58,4.7344
Sample_027,27,OID00003,P10145,CXCL8,0.002,Inflammation,v1.0,Plate_1,PASS,0.95,5.5168
Sample_027,27,OID00004,P13232,IL10,0.007,Inflammation,v1.0,Plate_1,PASS,0.49,6.1596
Sample_027,27,OID00005,P01579,IFNG,0.044,Inflammation,v1.0,Plate_1,PASS,0.15,3.2098
Sample_027,27,OID00006,P22301,IL1RL1,0.012,Inflammation,v1.0,Plate_1,PASS,0.56,3.5443
Sample_027,27,OID00007,P05112,IL4,0.001,Inflammation,v1.0,Plate_1,PASS,1.36,4.9098
Sample_027,27,OID00008,P60568,IL2,0.015,Inflammation,v1.0,Plate_1,PASS,1.24,1.6229
Sample_027,27,OID00009,P01374,LTA,0.005,Inflammation,v1.0,Plate_1,PASS,1.07,4.6693
Sample_027,27,OID00010,P29459,IL12A,0.007,Inflammation,v1.0,Plate_1,PASS,1.32,6.7132
Sample_027,27,OID00011,Q16552,IL17A,0.013,Inflammation,v1.0,Plate_1,PASS,1.26,6.6018
Sample_027,27,OID00012,Q9NPH3,IL1A,0.032,Inflammation,v1.0,Plate_1,PASS,0.68,4.7382
Sample_027,27,OID00013,P01583,IL1B,0.037,Inflammation,v1.0,Plate_1,PASS,1.25,7.1930
Sample_027,27,OID00014,P18510,IL1RN,0.043,Inflammation,v1.0,Plate_1,PASS,1.16,5.9562
Sample_027,27,OID00015,P10147,CCL3,0.016,Inflammation,v1.0,Plate_1,PASS,0.32,5.7790
Sample_027,27,OID00016,P13236,CCL4,0.007,Inflammation,v1.0,Plate_1,PASS,0.81,3.3716
Sample_027,27,OID00017,P13501,CCL5,0.010,Inflammation,v1.0,Plate_1,PASS,0.14,6.8335
Sample_027,27,OID00018,P78556,CCL20,0.042,Inflammation,v1.0,Plate_1,PASS,1.27,2.5192
Sample_027,27,OID00019,P02778,CXCL10,0.035,Inflammation,v1.0,Plate_1,PASS,1.39,6.8053
Sample_027,27,OID00020,Q07325,CXCL9,0.041,Inflammation,v1.0,Plate_1,PASS,0.48,6.6563
Sample_027,27,OID00021,P09341,GRO1,0.002,Inflammation,v1.0,Plate_1,PASS,0.27,2.8703
Sample_027,27,OID00022,P01137,TGFB1,0.030,Inflammation,v1.0,Plate_1,PASS,0.62,4.9314
Sample_027,27,OID00023,P09038,FGF2,0.017,Cardiometabolic,v1.0,Plate_1,PASS,0.92,6.3328
Sample_027,27,OID00024,P15692,VEGFA,0.045,Cardiometabolic,v1.0,Plate_1,PASS,0.33,7.7242
Sample_027,27,OID00025,P01189,POMC,0.019,Cardiometabolic,v1.0,Plate_1,PASS,0.50,4.9850
Sample_027,27,OID00026,P01308,INS,0.029,Cardiometabolic,v1.0,Plate_1,PASS,0.33,2.7080
Sample_027,27,OID00027,P01258,CALCA,0.034,Cardiometabolic,v1.0,Plate_1,PASS,1.01,7.8874
Sample_027,27,OID00028,P06858,LPL,0.020,Cardiometabolic,v1.0,Plate_1,PASS,0.48,4.3530
Sample_027,27,OID00029,P04114,APOB,0.000,Cardiometabolic,v1.0,Plate_1,PASS,1.17,7.5908
Sample_027,27,OID00030,P02647,APOA1,0.032,Cardiometabolic,v1.0,Plate_1,PASS,1.38,5.3282
Sample_027,27,OID00031,P02649,APOE,0.040,Cardiometabolic,v1.0,Plate_1,PASS,0.45,4.8426
Sample_027,27,OID00032,P05155,SERPING1,0.048,Cardiometabolic,v1.0,Plate_1,PASS,0.53,4.8839
Sample_027,27,OID00033,P02741,CRP,0.017,Cardiometabolic,v1.0,Plate_1,PASS,0.63,5.8170
Sample_027,27,OID00034,P02787,TF,0.023,Cardiometabolic,v1.0,Plate_1,PASS,0.45,3.7693
